Oct2019_seq_number	X12S_Oct2019_LSC.B.1.S22.L001	X12S_Oct2019_PP.B.1.S4.L001	X12S_Oct2019_PedRF.B.1.S13.L001	taxonomy	taxonomy_confidence	accessions
forward_12S_Oct2019_1620	0	0	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Carangiformes;family:Carangidae;genus:Seriola;species:Seriola lalandi;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:90.935042735;species:63.6872016872;	LC499588.1;AB517557.1;MK158068.1;MH211123.1;AB517556.1;AB517558.1;AB969928.1;LC036999.1;MK158067.1;LC421689.1;LC492389.1;LC492390.1;KT591876.1;AB972178.1;AB517559.2;KP347126.1;LC104479.1;KP733847.1;AB938138.1;AB972179.1;MH248250.1;LC178308.1;LC178322.1;LC178320.1;LC178327.1;LC178321.1;LC178323.1;LC178307.1;LC178313.1;LC178329.1;LC178317.1;LC178312.1;LC178316.1;LC178314.1;LC178318.1;LC178330.1;LC178309.1;LC178310.1;LC178325.1;LC178315.1;LC178324.1;LC178328.1;LC178311.1;LC178306.1;LC178319.1;LC178326.1;LC178298.1;LC178229.1;LC178267.1;LC178232.1;LC178288.1;LC178295.1;LC178258.1;LC178283.1;LC178233.1;LC178284.1;LC178237.1;LC178297.1;LC178302.1;LC178225.1;LC178276.1;LC178274.1;LC178240.1;LC178290.1;LC178245.1;LC178254.1;LC178241.1;LC178235.1;LC178300.1;LC178224.1;LC178293.1;LC178268.1;LC178263.1;LC178246.1;LC178226.1;LC178285.1;LC178228.1;LC178301.1;LC178257.1;LC178273.1;LC178272.1;LC178236.1;LC178304.1;LC178265.1;LC178281.1;LC178259.1;LC178303.1;LC178287.1;LC178242.1;LC178289.1;LC178227.1;LC178279.1;LC178292.1;LC178255.1;LC178271.1;LC178296.1;FJ792626.1;LC178234.1;FJ616313.1;JQ707030.1
forward_12S_Oct2019_1621	0	0	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Carangiformes;family:Carangidae;genus:Seriola;species:Seriola lalandi;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:93.0623015873;species:59.4747474747;	AB517557.1;MH211123.1;MK158068.1;LC499588.1;LC421689.1;AB517558.1;AB969928.1;LC036999.1;KT591876.1;AB972178.1;MK158067.1;LC492389.1;LC492390.1;AB938138.1;KP347126.1;KP733847.1;AB517559.2;AB517556.1;AB972179.1;LC104479.1;MH248250.1;LC178327.1;LC178310.1;LC178313.1;LC178322.1;LC178328.1;LC178318.1;LC178321.1;LC178320.1;LC178312.1;LC178316.1;LC178330.1;LC178308.1;LC178314.1;LC178329.1;LC178325.1;LC178307.1;LC178311.1;LC178326.1;LC178317.1;LC178309.1;LC178324.1;LC178323.1;LC178306.1;LC178315.1;LC178319.1;LC178238.1;LC178266.1;LC178228.1;LC178305.1;LC178271.1;LC178225.1;LC178255.1;LC178270.1;LC178288.1;LC178287.1;LC178272.1;LC178291.1;LC178294.1;LC178256.1;LC178279.1;LC178278.1;LC178283.1;LC178303.1;LC178252.1;LC178297.1;LC178232.1;LC178231.1;LC178274.1;LC178226.1;LC178276.1;LC178264.1;LC178250.1;LC178293.1;LC178227.1;LC178246.1;LC178292.1;LC178290.1;LC178289.1;LC178302.1;LC178249.1;LC178239.1;LC178236.1;LC178262.1;LC178254.1;LC178273.1;LC178229.1;LC178300.1;LC178242.1;LC178282.1;LC178235.1;LC178240.1;LC178263.1;LC178280.1;LC178267.1;LC178260.1;LC178224.1;LC178247.1;FJ792626.1;FJ616313.1
forward_12S_Oct2019_1622	0	0	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Carangiformes;family:Carangidae;genus:Seriola;species:Seriola quinqueradiata;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:84.0731445026;species:25.6464319994;	LC492389.1;MK158068.1;LC036999.1;MH211123.1;LC492390.1;MK158067.1;LC499588.1;AB517556.1;AB517557.1;AB517559.2;KP347126.1;AB517558.1;AB972178.1;KP733847.1;KT591876.1;LC421689.1;LC104479.1;AB969928.1;AB938138.1;AB972179.1;LC178321.1;LC178318.1;LC178328.1;LC178315.1;LC178322.1;LC178317.1;LC178312.1;LC178325.1;LC178326.1;LC178320.1;LC178311.1;LC178306.1;LC178330.1;LC178319.1;LC178316.1;LC178314.1;LC178323.1;LC178309.1;LC178329.1;LC178307.1;LC178324.1;LC178327.1;LC178313.1;LC178308.1;LC178310.1;MH248250.1;LC178229.1;LC178250.1;LC178269.1;LC178240.1;LC178249.1;LC178238.1;LC178304.1;LC178228.1;LC178302.1;LC178271.1;LC178258.1;LC178244.1;LC178231.1;LC178277.1;LC178296.1;LC178243.1;LC178230.1;LC178289.1;LC178295.1;LC178248.1;LC178259.1;LC178272.1;LC178282.1;LC178242.1;LC178279.1;LC178252.1;LC178290.1;LC178287.1;LC178300.1;LC178262.1;LC178286.1;LC178255.1;LC178268.1;LC178288.1;LC178239.1;LC178280.1;LC178275.1;LC178292.1;LC178284.1;LC178232.1;LC178278.1;LC178270.1;LC178235.1;LC178301.1;LC178233.1;LC178236.1;LC178303.1;LC178291.1;LC178261.1;LC178254.1;LC178257.1;LC178265.1;LC178225.1;LC178234.1
forward_12S_Oct2019_1623	0	0	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Carangiformes;family:Carangidae;genus:Seriola;species:Seriola lalandi;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:98.269974541;species:87.5189563956;	LC178308.1;LC178323.1;LC178311.1;LC178306.1;LC178309.1;LC178326.1;LC178317.1;LC178318.1;LC178322.1;LC178316.1;LC178315.1;LC178314.1;LC178307.1;LC178330.1;LC178325.1;LC178310.1;LC178313.1;LC178324.1;LC178329.1;LC178320.1;LC178319.1;LC178312.1;LC178321.1;LC178328.1;LC178327.1;LC178284.1;LC178298.1;LC178280.1;AB938138.1;LC036999.1;LC178296.1;LC178287.1;LC178239.1;LC178259.1;LC178300.1;LC178279.1;LC178283.1;LC492389.1;LC499588.1;LC178269.1;LC178230.1;LC178277.1;LC178243.1;LC178278.1;MK158067.1;LC178281.1;LC178276.1;LC178236.1;LC178282.1;AB972178.1;LC178293.1;LC178291.1;LC178288.1;KT591876.1;LC178268.1;LC178248.1;LC178250.1;LC178289.1;LC178304.1;LC178270.1;AB517556.1;LC178237.1;LC178224.1;KP347126.1;LC178241.1;LC178232.1;LC178245.1;LC178258.1;LC178297.1;LC178242.1;LC178302.1;LC178267.1;LC492390.1;LC178294.1;LC178249.1;LC178295.1;LC178254.1;LC178290.1;LC178299.1;AB517559.2;LC178244.1;LC178235.1;KP733847.1;MH211123.1;LC178272.1;LC178252.1;LC178228.1;LC178253.1;LC178301.1;LC178257.1;LC104479.1;LC178246.1;LC178263.1;LC421689.1;LC178247.1;AB969928.1;LC178234.1;AB517558.1;AB972179.1;FJ792626.1
forward_12S_Oct2019_1624	0	0	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Carangiformes;family:Carangidae;genus:Seriola;species:Seriola rivoliana;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:98.2894417256;species:63.4490763569;	AB517559.2;KP347126.1;AB938138.1;KP733847.1;AB969928.1;LC421689.1;AB517558.1;AB972178.1;LC104479.1;LC499588.1;LC492389.1;MK158067.1;LC492390.1;MK158068.1;MH211123.1;AB517557.1;AB517556.1;KT591876.1;LC036999.1;AB972179.1;LC178307.1;LC178313.1;LC178315.1;LC178311.1;LC178312.1;LC178330.1;LC178308.1;LC178321.1;LC178310.1;LC178320.1;LC178324.1;LC178306.1;LC178317.1;LC178314.1;LC178316.1;LC178309.1;LC178328.1;LC178323.1;LC178329.1;LC178319.1;LC178322.1;LC178318.1;LC178327.1;LC178326.1;LC178325.1;LC178252.1;LC178293.1;LC178275.1;LC178280.1;LC178282.1;LC178286.1;LC178235.1;LC178285.1;LC178253.1;LC178224.1;LC178241.1;LC178284.1;LC178240.1;LC178225.1;LC178305.1;LC178239.1;LC178301.1;LC178267.1;LC178271.1;LC178269.1;LC178278.1;LC178263.1;LC178232.1;LC178257.1;LC178233.1;LC178296.1;LC178295.1;LC178265.1;LC178238.1;LC178226.1;LC178291.1;LC178243.1;LC178237.1;LC178266.1;LC178287.1;LC178281.1;LC178264.1;LC178229.1;LC178261.1;LC178231.1;LC178249.1;LC178228.1;LC178236.1;LC178279.1;LC178254.1;LC178250.1;LC178227.1;LC178247.1;LC178251.1;JQ707030.1;KR150866.1;LC069580.1;JQ707031.1;FJ616318.1;AF285926.1
forward_12S_Oct2019_1625	0	0	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Carangiformes;family:Carangidae;genus:Seriola;species:Seriola lalandi;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:93.0574675325;species:41.5310966811;	LC499588.1;MH211123.1;AB517558.1;LC421689.1;AB969928.1;AB938138.1;AB972178.1;KP347126.1;MK158067.1;LC492390.1;AB517559.2;LC492389.1;AB517556.1;KT591876.1;KP733847.1;LC036999.1;LC104479.1;AB972179.1;MH248250.1;LC178319.1;LC178313.1;LC178329.1;LC178330.1;LC178306.1;LC178325.1;LC178322.1;LC178310.1;LC178323.1;LC178318.1;LC178312.1;LC178311.1;LC178328.1;LC178327.1;LC178320.1;LC178308.1;LC178307.1;LC178326.1;LC178324.1;LC178314.1;LC178315.1;LC178321.1;LC178317.1;LC178316.1;LC178309.1;LC178278.1;LC178246.1;LC178242.1;LC178262.1;LC178254.1;LC178291.1;LC178237.1;LC178273.1;LC178275.1;LC178295.1;LC178267.1;LC178292.1;LC178256.1;LC178266.1;LC178276.1;LC178290.1;LC178274.1;LC178252.1;LC178304.1;LC178283.1;LC178244.1;LC178294.1;LC178285.1;LC178236.1;LC178243.1;LC178302.1;LC178239.1;LC178240.1;LC178227.1;LC178225.1;LC178303.1;LC178271.1;LC178226.1;LC178299.1;LC178235.1;LC178249.1;LC178280.1;LC178284.1;LC178238.1;LC178298.1;LC178224.1;LC178289.1;LC178233.1;LC178230.1;LC178270.1;LC178259.1;LC178287.1;LC178279.1;LC178250.1;LC178286.1;LC178282.1;LC178305.1;LC178265.1;LC178261.1;LC178247.1;FJ792626.1
forward_12S_Oct2019_1626	0	0	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Carangiformes;family:Carangidae;genus:Seriola;species:Seriola lalandi;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:90.7083333333;species:55.8476190476;	MH211123.1;LC499588.1;MK158068.1;AB517557.1;LC421689.1;AB517558.1;AB969928.1;KT591876.1;KP733847.1;KP347126.1;AB938138.1;AB972178.1;AB517559.2;LC036999.1;AB517556.1;MK158067.1;AB972179.1;LC492390.1;LC492389.1;LC104479.1;MH248250.1;LC178307.1;LC178318.1;LC178326.1;LC178319.1;LC178317.1;LC178329.1;LC178321.1;LC178316.1;LC178314.1;LC178310.1;LC178322.1;LC178328.1;LC178330.1;LC178311.1;LC178313.1;LC178308.1;LC178309.1;LC178323.1;LC178306.1;LC178325.1;LC178327.1;LC178315.1;LC178312.1;LC178320.1;LC178324.1;LC178252.1;LC178286.1;LC178289.1;LC178298.1;LC178241.1;LC178263.1;LC178257.1;LC178233.1;LC178267.1;LC178277.1;LC178303.1;LC178253.1;LC178258.1;LC178254.1;LC178291.1;LC178305.1;LC178260.1;LC178273.1;LC178261.1;LC178245.1;LC178243.1;LC178279.1;LC178249.1;LC178266.1;LC178268.1;LC178275.1;LC178280.1;LC178228.1;LC178230.1;LC178244.1;LC178240.1;LC178237.1;LC178271.1;LC178288.1;LC178300.1;LC178295.1;LC178235.1;LC178293.1;LC178296.1;LC178226.1;LC178255.1;LC178301.1;LC178229.1;LC178232.1;LC178238.1;LC178224.1;LC178290.1;LC178259.1;LC178281.1;LC178282.1;LC178292.1;LC178284.1;LC178247.1;LC178234.1
forward_12S_Oct2019_1627	0	0	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Carangiformes;family:Carangidae;genus:Seriola;species:Seriola lalandi;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:93.7333333333;species:52.4107142857;	MK158068.1;MH211123.1;LC499588.1;AB517558.1;LC421689.1;AB969928.1;KT591876.1;KP733847.1;AB938138.1;AB517559.2;KP347126.1;AB972178.1;LC036999.1;AB517556.1;MK158067.1;AB972179.1;LC492390.1;LC492389.1;LC104479.1;MH248250.1;LC178329.1;LC178308.1;LC178330.1;LC178317.1;LC178324.1;LC178320.1;LC178325.1;LC178323.1;LC178315.1;LC178327.1;LC178318.1;LC178328.1;LC178307.1;LC178321.1;LC178326.1;LC178311.1;LC178310.1;LC178314.1;LC178316.1;LC178322.1;LC178319.1;LC178313.1;LC178312.1;LC178309.1;LC178306.1;LC178291.1;LC178271.1;LC178299.1;LC178265.1;LC178236.1;LC178276.1;LC178277.1;LC178245.1;LC178227.1;LC178298.1;LC178296.1;LC178275.1;LC178228.1;LC178267.1;LC178254.1;LC178301.1;LC178258.1;LC178283.1;LC178286.1;LC178297.1;LC178243.1;LC178266.1;LC178256.1;LC178295.1;LC178264.1;LC178252.1;LC178233.1;LC178242.1;LC178232.1;LC178230.1;LC178293.1;LC178280.1;LC178281.1;LC178279.1;LC178282.1;LC178260.1;LC178268.1;LC178261.1;LC178290.1;LC178294.1;LC178248.1;LC178250.1;LC178235.1;LC178257.1;LC178255.1;LC178239.1;LC178272.1;LC178238.1;LC178305.1;LC178273.1;LC178234.1;LC178247.1;LC104618.1;FJ616313.1;JQ707030.1
forward_12S_Oct2019_1628	0	0	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Carangiformes;family:Carangidae;genus:Seriola;species:Seriola lalandi;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:89.7333333333;species:54.5321428571;	MH211123.1;AB517557.1;MK158068.1;AB517558.1;LC421689.1;AB969928.1;KP347126.1;AB938138.1;AB972178.1;AB517559.2;KP733847.1;KT591876.1;LC036999.1;LC492390.1;AB517556.1;LC492389.1;AB972179.1;MK158067.1;LC104479.1;MH248250.1;LC178325.1;LC178319.1;LC178306.1;LC178316.1;LC178312.1;LC178327.1;LC178314.1;LC178326.1;LC178322.1;LC178315.1;LC178310.1;LC178321.1;LC178329.1;LC178308.1;LC178324.1;LC178320.1;LC178307.1;LC178313.1;LC178330.1;LC178328.1;LC178318.1;LC178317.1;LC178309.1;LC178311.1;LC178323.1;LC178244.1;LC178225.1;LC178259.1;LC178291.1;LC178241.1;LC178240.1;LC178304.1;LC178230.1;LC178258.1;LC178249.1;LC178261.1;LC178271.1;LC178250.1;LC178257.1;LC178242.1;LC178302.1;LC178288.1;LC178275.1;LC178233.1;LC178269.1;LC178305.1;LC178300.1;LC178227.1;LC178266.1;LC178272.1;LC178294.1;LC178238.1;LC178280.1;LC178253.1;LC178301.1;LC178281.1;LC178278.1;LC178267.1;LC178246.1;LC178264.1;LC178237.1;LC178228.1;LC178286.1;LC178236.1;LC178229.1;LC178273.1;LC178263.1;LC178276.1;LC178284.1;LC178287.1;LC178245.1;LC178235.1;LC178248.1;LC178255.1;LC178224.1;LC178243.1;LC178260.1;LC178247.1;FJ792626.1;FJ616313.1
forward_12S_Oct2019_1629	0	0	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Carangiformes;family:Carangidae;genus:Trachurus;species:Trachurus symmetricus;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:98.9090909091;species:70.6597402597;	LC091962.1;LC091961.1;LC277958.1;LC499276.1;LC385180.1;AB972182.1;AP003091.1;MH377811.1;AB108498.1;AP003092.1;AB096005.1;LC277951.1;AB938141.1;LC036993.1;KF841444.1;AF271658.1;AB969924.1;LC277960.1;AB969992.1;AB969955.1;MH248170.1;KM986880.1;LC037001.1;KT819204.1;LC036995.1;LC277964.1;LC492375.1;KJ174514.1;LC277950.1;MH377815.1;MH248171.1;KM978993.1;MH377814.1;AB969995.1;AB938140.1;LC036996.1;LC277953.1;AB969997.1;AB969927.1;LC037009.1;LC277961.1;LC277962.1;MN102718.1;NC_044650.1;AB969926.1;KJ192332.1
forward_12S_Oct2019_1630	0	0	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:NA;family:Pomacentridae;genus:Chromis;species:Chromis punctipinnis;	superkingdom:100.0;phylum:100.0;class:100.0;order:98.6428571429;family:100.0;genus:100.0;species:98.6428571429;	FJ616322.1;FJ616317.1;JQ707036.1;FJ616313.1;FJ616320.1;LC104618.1;LC499559.1;AB969956.1;LC104634.1;LC474195.1;FJ616326.1;JQ707030.1;LC474196.1;FJ616328.1;LC104616.1;LC069650.1;LC340187.1;FJ616327.1;FJ616315.1;AB974585.1;LC499560.1;AB969957.1;LC499303.1;AF285921.1;JN935809.1;AP006016.1;KF374999.1;AB969974.1;FJ616295.1;FJ616290.1;LC500710.1;JQ707032.1;LC421703.1;FJ616293.1;AF285920.1;LC104613.1;JQ707028.1;LC069664.1;AY279570.1;JQ707034.1;FJ616298.1;LC458258.1;LC069660.1;MK100717.1;FJ616296.1;MH248164.1;LC021279.1;LC069665.1;AF285926.1;FJ616321.1;LC069651.1;LC091980.1;FJ616314.1;LC499305.1;JN935818.1;AF285925.1;NC_041192.1;FJ616289.1;LC104614.1;JQ707033.1;FJ616316.1;LC146253.1;FJ616294.1;FJ616292.1;LC104619.1;FJ616318.1;JQ707035.1;LC146252.1
forward_12S_Oct2019_1631	0	0	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Pleuronectiformes;family:Paralichthyidae;genus:Citharichthys;species:Citharichthys sordidus;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:96.0;	LC145943.1;AF488499.1;LC092080.1;LC049675.1;AF488502.1
forward_12S_Oct2019_1632	0	0	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Pleuronectiformes;family:Paralichthyidae;genus:Citharichthys;species:Citharichthys sordidus;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:92.5;	LC145943.1;AF488499.1;LC049675.1;LC092080.1;AF488502.1
forward_12S_Oct2019_1633	0	0	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Pleuronectiformes;family:Paralichthyidae;genus:Citharichthys;species:Citharichthys sordidus;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:94.5;	LC145943.1;AF488499.1;LC049675.1;LC092080.1;AF488502.1
forward_12S_Oct2019_1634	0	0	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Pleuronectiformes;family:Paralichthyidae;genus:Citharichthys;species:Citharichthys sordidus;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:94.0;	LC145943.1;AF488499.1;LC049675.1;LC092080.1
forward_12S_Oct2019_1635	0	0	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Pleuronectiformes;family:Paralichthyidae;genus:Citharichthys;species:Citharichthys sordidus;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:94.5;	LC145943.1;AF488499.1;LC049675.1;LC092080.1;AF488502.1
forward_12S_Oct2019_1636	0	0	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Pleuronectiformes;family:Paralichthyidae;genus:Citharichthys;species:Citharichthys sordidus;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:52.0;	AF488499.1;LC145943.1;LC049675.1;LC092080.1;AF488502.1
forward_12S_Oct2019_1637	0	0	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Pleuronectiformes;family:Paralichthyidae;genus:Citharichthys;species:Citharichthys sordidus;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:99.8;species:78.7;	LC145943.1;AF488499.1;LC092080.1;LC049675.1;AF488502.1
forward_12S_Oct2019_1638	0	0	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Pleuronectiformes;family:Paralichthyidae;genus:Citharichthys;species:Citharichthys sordidus;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:91.5;	LC145943.1;AF488499.1;LC092080.1;LC049675.1;AF488502.1
forward_12S_Oct2019_1639	0	0	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:NA;family:Pomacentridae;genus:Chromis;species:Chromis punctipinnis;	superkingdom:100.0;phylum:100.0;class:100.0;order:79.0833333333;family:100.0;genus:99.5;species:79.0833333333;	FJ616322.1;FJ616320.1;LC104634.1;JQ707036.1;FJ616328.1;FJ616313.1;JQ707030.1;AB969956.1;LC499559.1;LC474196.1;LC474195.1;FJ616317.1;LC340187.1;AB969957.1;LC499560.1;AB974585.1;LC104613.1;LC069650.1;JQ707032.1;FJ616326.1;LC104618.1;LC499303.1;LC104616.1;LC458258.1;LC021279.1;FJ616296.1;FJ616327.1;LC069660.1;AB969974.1;LC421703.1;AY279570.1;AF285920.1;FJ616294.1;FJ616293.1;LC146253.1;FJ616315.1;FJ616298.1;JQ707034.1;MK100717.1;JN935818.1;JQ707028.1;FJ616316.1;MH248164.1;KF374999.1;LC069664.1;AP006016.1;FJ616295.1;JN935809.1;FJ616290.1;AF285921.1;LC500710.1;AF285926.1;FJ616318.1;LC499305.1;FJ616321.1;JQ707035.1;LC104619.1;LC146252.1;LC091980.1;FJ616314.1;FJ616292.1;LC069651.1;FJ616311.1;AY098623.1;LC069665.1;FJ616323.1;LC104614.1;FJ616319.1;NC_041192.1;JN935814.1;JQ707033.1;KU531434.1;AF285925.1;LC069597.1;NC_031181.1;FJ616325.1;FJ616297.1;FJ616324.1;LC069656.1;LC104637.1;FJ616289.1;JQ707031.1;LC104623.1;FJ616386.1
forward_12S_Oct2019_1640	0	0	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:NA;family:Pomacentridae;genus:Chromis;species:Chromis punctipinnis;	superkingdom:100.0;phylum:100.0;class:100.0;order:96.0;family:100.0;genus:100.0;species:96.0;	FJ616322.1;FJ616317.1;JQ707036.1;FJ616320.1;AB969956.1;LC474195.1;FJ616328.1;LC104634.1;FJ616313.1;JQ707030.1;LC104618.1;FJ616326.1;LC474196.1;LC499559.1;LC104616.1;LC340187.1;LC069650.1;LC499560.1;FJ616315.1;AB974585.1;LC104613.1;JQ707028.1;FJ616293.1;AP006016.1;LC499303.1;LC421703.1;LC069664.1;FJ616295.1;AY279570.1;KF374999.1;JN935809.1;AF285920.1;AF285921.1;AB969974.1;JQ707034.1;FJ616298.1;LC069660.1;LC069665.1;FJ616296.1;LC021279.1;MH248164.1;LC458258.1;FJ616314.1;LC069651.1;LC091980.1;FJ616321.1;FJ616316.1;LC104614.1;JN935818.1;NC_041192.1;LC146253.1;MK100717.1;FJ616292.1;FJ616289.1;FJ616324.1;KU531436.1;NC_031183.1;JN628854.1;MF033353.1;LC091970.1;HE961974.1;KX346235.1;EU709731.1;KX595334.1;KX266758.1;JN252050.1;JN628856.1;JN628853.1;JN628858.1;KT188786.1;KU140665.1;KT943516.1;KM434157.1;KX272653.1;JN628852.1;KT221043.1;FJ616297.1;KX631426.1;KT309044.1;KT290557.1;KT277287.1;FJ616325.1;GU477627.1;JN628850.1;KU144677.1;KT715809.1;KX594381.1;MF033354.1;KX595333.1;KT166981.1;JN628861.1;MF033352.1;KM658974.1;KU056478.1;JF894132.1;JN628851.1;JN628855.1;KX196155.1;KT715810.1;AP006015.1
forward_12S_Oct2019_1641	0	0	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:NA;family:Pomacentridae;genus:Chromis;species:Chromis punctipinnis;	superkingdom:100.0;phylum:100.0;class:100.0;order:98.8333333333;family:100.0;genus:100.0;species:98.8333333333;	FJ616322.1;FJ616317.1;JQ707030.1;LC474195.1;LC104634.1;AB969956.1;LC474196.1;FJ616313.1;JQ707036.1;FJ616320.1;FJ616328.1;FJ616295.1;LC500710.1;FJ616326.1;AF285921.1;LC499559.1;LC069664.1;FJ616290.1;LC340187.1;LC104618.1;KF374999.1;AP006016.1;JN935809.1;AB969957.1;AB974585.1;AB969974.1;AY279570.1;LC421703.1;FJ616327.1;AF285920.1;LC069650.1;LC069665.1;LC499560.1;LC104616.1;LC499303.1;FJ616293.1;NC_041192.1;LC104614.1;LC104613.1;LC069660.1;JQ707032.1;JQ707028.1;JQ707034.1;FJ616315.1;FJ616298.1;FJ616289.1;MH248164.1;LC021279.1;MK100717.1;LC458258.1;FJ616296.1;AF285926.1;LC091980.1;LC069651.1;FJ616314.1;FJ616321.1;LC499305.1;FJ616316.1;JN935818.1;AY098623.1;LC146253.1;FJ616311.1;FJ616294.1;LC385286.1;FJ616318.1;LC146252.1;FJ616292.1;JQ707035.1;LC104619.1;AF285925.1;JQ707033.1;LC091970.1;FJ616319.1;NC_037020.1;AY597335.1;MG603675.1;NC_037019.1;MG603674.1;KM658974.1;JQ707031.1;KU531434.1;FJ616324.1;NC_031181.1;KT277287.1;KT166981.1;KX595333.1;KT943516.1;EU709731.1;JN628858.1;JN628852.1;KX631426.1;HE961974.1;FJ616297.1;JN628861.1;GU477627.1;GU477629.1;KU140665.1;KM434157.1;JN628854.1;KT221043.1
forward_12S_Oct2019_1642	0	0	1	Unclassified		
forward_12S_Oct2019_1643	0	0	1	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Pleuronectiformes;family:Paralichthyidae;genus:Citharichthys;species:Citharichthys sordidus;	superkingdom:100.0;phylum:100.0;class:100.0;order:90.5595238095;family:90.5595238095;genus:90.0595238095;species:72.3928571429;	LC145943.1;AF488499.1;LC092080.1;LC049675.1;AF488502.1;LC277867.1;FJ616317.1;LC499559.1;JQ707036.1;LC178329.1;AB938138.1;LC178311.1;LC178325.1;LC178312.1;LC277943.1;FJ374786.1;LC104479.1;LC474195.1;LC178330.1;LC178307.1;LC499528.1;LC474196.1;LC178313.1;LC492390.1;AB969956.1;MK158067.1;LC458332.1;LC421748.1;LC499391.1;LC037068.1;LC458333.1;KJ420577.1;LC278259.1;LC278256.1;LC278258.1;AY700235.1;LC069656.1;LC145958.1;AB972126.1;AB974570.1;JQ707029.1;LC278262.1;FJ616302.1;LC421749.1;AF285922.1;LC340346.1;NC_043918.1;LC021278.1;FJ616301.1;KU140665.1;KX631426.1;JN628861.1;AP017434.1;KX346235.1;KT277287.1;JN628854.1;KX594381.1;LC327205.1;MF033353.1;KP641358.1;KT715809.1;KX272653.1;KX266758.1;KT290557.1;JN628858.1;KT309044.1;HE961974.1;KT166981.1;JN628852.1;KT188786.1;KT943516.1;AB969937.1;JN628853.1;JN628856.1;KX595333.1;MH248250.1;MF033354.1;KT715810.1;KU144677.1;LC340186.1;KX595334.1;JN628850.1;JN252050.1;KT221043.1;LC458329.1;LC421747.1;LC500740.1;LC278261.1;KJ872545.1;LC458330.1;EF025185.1;LC278250.1;LC458331.1;LC385137.1;LC091954.1;MG677546.1;LC278254.1;LC278251.1;LC278252.1;AF294458.1
