fishcard_seq_number	c19_fishcard_LSC.B.1.S22.L001	c19_fishcard_PP.B.1.S4.L001	c19_fishcard_PedRF.B.1.S13.L001	taxonomy	taxonomy_confidence	accessions
merged_c19_fishcard_57	0	226	380	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Pleuronectiformes;family:Paralichthyidae;genus:Paralichthys;species:Paralichthys californicus;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:100.0;	FISHCARD_miu_696.1;FISHCARD_miu_682.1;FISHCARD_miu_687.1;FISHCARD_miu_677.1;FISHCARD_miu_679.1;FISHCARD_miu_680.1;FISHCARD_miu_331.1;AB028664.1;AB000667.1;AB972103.1;AF316017.1;AF316021.1;AF316016.1;KU053334.1;AF316019.1;AF316020.1;AF316018.1;AF316027.1;AF316022.1;AF316029.1;KT896534.1;AF316031.1;AF316028.1;AF316023.1;AF316024.1;AF316030.1;DQ403797.1;KT223828.1;AB972227.1;KX686074.1;MK803048.1;MK803047.1;MK803058.1;LC049626.1;FISHCARD_miu_338.1;AF488477.1;LC385314.1;MK803045.1;MK803053.1;LC385313.1;LC049624.1;MK803057.1;MK803046.1;MK803054.1;LC278042.1;LC049622.1;AF488478.1;LC092092.1;AF488501.1;KT878309.1;MH377825.1;AB972099.1;FISHCARD_miu_089.1;LC049628.1;LC049634.1;AB974640.1;AM749133.1;AM749130.1;AF488482.1;LC049633.1;KT224485.1;LC145942.1;LC049627.1;FISHCARD_miu_423.1;KT943413.1;EF424428.1;LC385312.1;LC145923.1;FISHCARD_miu_019.1;FISHCARD_miu_422.1;FISHCARD_miu_014.1;LC145937.1;LC145924.1;LC145936.1;LC049630.1;LC145925.1;LC049639.1;LC049658.1;LC049652.1;AP002951.1;FISHCARD_miu_421.1;LC092091.1;LC049653.1;AP012503.1;FISHCARD_miu_588.1;LC069803.1;LC145941.1;AF488485.1;LC145950.1;LC049640.1;AF488481.1;LC145938.1;AF488479.1;LC049638.1;MH377824.1;MH377823.1;AF488480.1;LC145944.1;LC145932.1;FISHCARD_miu_015.1
merged_c19_fishcard_58	367	54	166	not_found		
merged_c19_fishcard_59	329	0	252	not_found		
merged_c19_fishcard_60	463	0	106	not_found		
merged_c19_fishcard_61	553	0	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Labriformes;family:Labridae;genus:Oxyjulis;species:Oxyjulis californica;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:90.6666666667;species:90.6666666667;	AY279632.1;FISHCARD_miu_292.1;FISHCARD_miu_165.1;KY815300.1;AY279611.1;AJ810137.1;KY421797.1;LC146271.1;LC104651.1;AY279589.1;AB974580.1;LC499368.1;AJ810136.1;AY279628.1;KY815304.1;AB972165.1;LC037152.1
merged_c19_fishcard_62	0	0	531	not_found		
merged_c19_fishcard_63	0	0	530	not_found		
merged_c19_fishcard_64	528	0	0	not_found		
merged_c19_fishcard_65	528	0	0	not_found		
merged_c19_fishcard_66	456	49	0	not_found		
merged_c19_fishcard_67	0	0	493	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Labriformes;family:Labridae;genus:Oxyjulis;species:Oxyjulis californica;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:97.6666666667;species:97.6666666667;	AY279632.1;FISHCARD_miu_292.1;FISHCARD_miu_165.1;KY815300.1;KY421797.1;AJ810137.1;LC146271.1;AY279611.1;AB974580.1;AY279589.1;LC499368.1;LC104651.1;AY279628.1;AJ810136.1;KY815304.1
merged_c19_fishcard_68	357	0	135	not_found		
merged_c19_fishcard_69	491	0	0	not_found		
merged_c19_fishcard_70	375	0	105	not_found		
merged_c19_fishcard_71	0	0	474	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Blenniiformes;family:Gobiesocidae;genus:Rimicola;species:Rimicola muscarum;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:100.0;	FISHCARD_miu_187.1
merged_c19_fishcard_72	461	0	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Clupeiformes;family:Engraulidae;genus:Engraulis;species:Engraulis mordax;	superkingdom:100.0;phylum:100.0;class:100.0;order:97.8;family:97.8;genus:97.8;species:97.8;	LC091575.1;FISHCARD_miu_020.1;NC_041097.1;LC091576.1;FISHCARD_miu_660.1;FISHCARD_miu_267.1;AP017957.1;AF417342.1;AB040676.1;KF765500.2;LC468860.1;LC499587.1;LC385201.1;LC468861.1;LC020920.1;FISHCARD_miu_268.1;AP009137.1;LC340033.1;AP011557.1
merged_c19_fishcard_73	350	88	0	not_found		
merged_c19_fishcard_74	296	36	106	not_found		
merged_c19_fishcard_75	0	415	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:;family:Embiotocidae;genus:Brachyistius;species:Brachyistius frenatus;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:100.0;	FISHCARD_miu_141.1;LC091974.1;LC091973.1;FISHCARD_miu_266.1;FISHCARD_miu_685.1;FISHCARD_miu_044.1;FISHCARD_miu_163.1;LC091971.1;FISHCARD_miu_043.1;AY279572.1;LC091972.1;FISHCARD_miu_164.1;FISHCARD_miu_406.1;FISHCARD_miu_264.1;LC091976.1;LC091975.1;AF285918.1;KU530212.1;FISHCARD_miu_189.1;AY279573.1;FISHCARD_miu_701.1;FISHCARD_miu_263.1;AP009128.1;FISHCARD_miu_046.1;FISHCARD_miu_160.1;FJ616394.1;AP009129.1;FISHCARD_miu_265.1;FISHCARD_miu_142.1;LC104608.1;LC091977.1;AB969917.1;LC091978.1;JN125222.1;JN125224.1;FISHCARD_miu_161.1;AY279571.1;FISHCARD_miu_162.1;AB969916.1;JN125226.1;JN125227.1;JN125223.1
merged_c19_fishcard_76	413	0	0	not_found		
merged_c19_fishcard_77	0	0	397	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Perciformes;family:Hexagrammidae;genus:Oxylebius;species:Oxylebius pictus;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:100.0;	LC104539.1;KM057978.1;FISHCARD_miu_285.1;LC091897.1;KM057996.1;FISHCARD_miu_004.1;LC091896.1;LC091898.1;FISHCARD_miu_052.1;KM057961.1;AB972145.1;LC036950.1;LC036966.1;LC036969.1;LC092002.1;LC340109.1;FISHCARD_miu_481.1;LC036771.1;LC036774.1;LC036954.1;AB938165.1;LC036921.1;LC036964.1;LC104553.1;KM057980.1;FISHCARD_miu_404.1;KM057953.1;KX118018.1;KX117977.1;KX117955.1;LC037137.1;LC037125.1;KX117985.1;KX117957.1;KM057954.1;KX118013.1;LC385262.1;KT004433.1;KX117984.1;KX118006.1;KX117930.1;LC069682.1;LC036772.1;KX117935.1;EF427917.1;KX118012.1;KX117968.1;KX117946.1;KX117989.1;KX117954.1;FISHCARD_miu_349.1;KX117979.1;AP003090.1;KM057982.1;KX117960.1;KX117976.1;LC036770.1;KX117943.1;KX117941.1;KX117970.1;KX117951.1;KX117991.1;KX117972.1;LC036959.1;KT004434.1;LC036973.1;KM057986.1;LC104555.1;LC277915.1;LC278061.1;LC036971.1;FISHCARD_miu_533.1;LC092011.1;FISHCARD_miu_453.1;KM057942.1;LC104556.1;LC036776.1;LC091997.1;LC104558.1;LC104559.1;LC277917.1;LC277916.1;AP004443.1;KM057970.1;AB969911.1;LC104557.1;LC036910.1;LC091995.1;LC091996.1;LC036775.1;LC092010.1;LC499193.1;LC069677.1;LC104560.1;LC104548.1;LC193265.1;FISHCARD_miu_228.1;LC036932.1;LC036930.1;LC104554.1
merged_c19_fishcard_78	257	21	109	not_found		
merged_c19_fishcard_79	0	0	387	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Labriformes;family:Labridae;genus:Oxyjulis;species:Oxyjulis californica;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:86.8333333333;species:86.8333333333;	FISHCARD_miu_292.1;FISHCARD_miu_165.1;AY279632.1;KY815300.1;AJ810137.1;KY421797.1;AY279611.1;LC104651.1;AJ810136.1;KY815304.1;AB974580.1;AY279589.1;LC499368.1
merged_c19_fishcard_80	375	0	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Centrarchiformes;family:Kyphosidae;genus:Medialuna;species:Medialuna californiensis;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:99.5;species:99.5;	FISHCARD_miu_291.1;KC136408.1;AP011062.1;LC037028.1;KC136474.1;KC136505.1;KC136531.1;KC136375.1;KC136402.1;KC136543.1;KC136422.1;KC136516.1;KC136568.1;KC136428.1;KC136377.1;KC136478.1;KC136456.1;KC136550.1;KC136570.1;KC136418.1;KC136451.1;KC136382.1;KC136504.1;LC037027.1;KC136368.1;KC136493.1;KC136525.1;KC136542.1;KC136427.1;KC136378.1;KC136413.1;KC136508.1;KC136450.1;KC136496.1;KC136470.1;KC136444.1;KC136545.1;KC136394.1;KC136480.1;KC136500.1;KC136529.1;KC136539.1;KC136391.1;AB972197.1;KC136535.1;KC136453.1;FISHCARD_miu_167.1;KC136565.1;KC136507.1;KC136461.1;KC136400.1;AP011061.1;KC136491.1;KC136464.1;KC136572.1;KC136554.1;KC136438.1;KC136569.1;LC037024.1;KC136473.1;KC136502.1;KC136423.1;KC136541.1;KC136390.1;KC136399.1;KC136417.1;KC136373.1;KC136557.1;KC136421.1;KC136361.1;KC136445.1;KC136558.1;KC136369.1;KC136448.1;KC136564.1;KC136479.1;KC136442.1;KC136416.1;EF616895.1;KC136523.1;KC136559.1;KC136405.1;KC136481.1;KC136506.1;KC136436.1;KC136381.1;KC136468.1;KC136433.1;KC136383.1;KC136549.1;KC136387.1;KC136466.1;EF616891.1;KC136374.1;KC136556.1;KC136460.1;KC136412.1;KC136532.1;KC136490.1;KC136484.1
merged_c19_fishcard_81	0	372	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Centrarchiformes;family:Kyphosidae;genus:Girella;species:Girella nigricans;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:85.1666666667;	FISHCARD_miu_289.1;KC136553.1;KC136546.1;KC136536.1;KC136395.1;KC136577.1;AB236130.1;KC136370.1;LC021271.1;AB236128.1;AB214535.1;AB236129.1;AB233477.1;AB233475.1;AB233476.1;LC278022.1;LC278154.1;LC492400.1;KC136555.1;AB233478.1;LC385204.1;LC278153.1;LC037030.1;AB208649.1;LC037029.1;LC421696.1;AB233479.1;AB972232.1;AB233488.1;AB233491.1;LC492401.1;AB233489.1;LC458160.1;AB233485.1;AB233481.1;AB233483.1;AP011060.1;KC136477.1;AB233482.1;AB208648.1;AB233484.1;AB233480.1;AB233486.1;AB233490.1;AB233487.1
merged_c19_fishcard_82	261	0	93	not_found		
merged_c19_fishcard_83	354	0	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Scombriformes;family:Centrolophidae;genus:Icichthys;species:Icichthys lockingtoni;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:100.0;	FISHCARD_miu_651.1;LC049686.1;FISHCARD_miu_088.1;AP012511.1;LC049685.1;AP006037.1;AB752307.1;AB972111.1;LC340282.1;AB969932.1;AB751624.1;AB938180.1;KC136576.1;AP005999.1;FISHCARD_miu_507.1;LC049844.1
merged_c19_fishcard_84	299	46	0	not_found		
merged_c19_fishcard_85	0	0	337	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Centrarchiformes;family:Kyphosidae;genus:Hermosilla;species:Hermosilla azurea;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:100.0;	KC136547.1;FISHCARD_miu_290.1;KC136469.1;KC136552.1;KC136471.1;KC136389.1;KC136410.1;KC136563.1;KC136472.1;EF616895.1;KC136575.1;KC136423.1;KC136384.1;KC136375.1;KC136404.1;KC136474.1;KC136550.1;KC136540.1;KC136428.1;KC136418.1;KC136377.1;KC136543.1;KC136519.1;KC136452.1;KC136422.1;KC136430.1;KC136556.1;KC136460.1;KC136490.1;KC136403.1;KC136379.1;KC136439.1;KC136522.1;KC136532.1;KC136412.1;KC136453.1;KC136484.1;KC136435.1;KC136390.1;KC136489.1;KC136426.1;KC136381.1;KC136497.1;KC136455.1;KC136537.1;KC136447.1;KC136361.1;KC136509.1;FISHCARD_miu_167.1;KC136387.1;KC136417.1;KC136560.1;KC136578.1;KC136502.1;KC136514.1;KC136415.1;KC136526.1;KC136535.1;KC136405.1;KC136538.1;KC136376.1;AB972197.1;KC136507.1;KC136539.1;KC136496.1;KC136479.1;KC136541.1;KC136437.1;KC136373.1;KC136368.1;KC136406.1;KC136525.1;KC136436.1;KC136554.1;KC136504.1;KC136393.1;KC136508.1;KC136512.1;KC136569.1;KC136480.1;KC136427.1;KC136448.1;KC136500.1;KC136524.1;KC136487.1;KC136433.1;KC136444.1;KC136446.1;KC136399.1;KC136572.1;KC136414.1;KC136454.1;KC136559.1;KC136374.1;AP011063.1;KC136485.1;KC136579.1;KC136465.1;KC136466.1;KC136476.1
merged_c19_fishcard_86	336	0	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Perciformes;family:Sebastidae;genus:Sebastes;species:Sebastes alutus;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:98.5262151612;species:6.34398276788;	FISHCARD_miu_195.1;KJ525744.1;KJ834061.1;LC421671.1;FISHCARD_miu_194.1;FISHCARD_miu_174.1;LC492348.1;LC468907.1;FISHCARD_miu_185.1;MK803050.1;FISHCARD_miu_168.1;MH378777.1;KJ834063.1;KF836442.1;KF725093.1;LC277726.1;MK803056.1;NC_039777.1;EU008930.1;MK803049.1;MH378781.1;KJ834060.1;FISHCARD_miu_197.1;NC_039779.1;FISHCARD_miu_193.1;FISHCARD_miu_169.1;LC340095.1;AB969888.1;KJ834064.1;LC458092.1;LC492344.1;KJ525745.1;LC278191.1;FISHCARD_miu_173.1;LC104507.1;LC104530.1;FISHCARD_miu_040.1;NC_039778.1;LC499176.1;LC026683.1;FISHCARD_miu_039.1;KF561237.1;KJ775792.1;LC104492.1;FISHCARD_miu_170.1;FISHCARD_miu_192.1;FISHCARD_miu_171.1;FISHCARD_miu_196.1;FISHCARD_miu_666.1;LC499599.1;LC104465.1;KJ834062.1;LC104459.1;LC499175.1;FISHCARD_miu_191.1;MH378779.1;LC385245.1;LC277891.1;LC104467.1;LC104466.1;AB969890.1;LC104460.1;LC104457.1;KJ525743.1;LC104458.1;LC104463.1;LC104498.1;LC104506.1;FISHCARD_miu_172.1;LC104491.1;KX897946.1;LC458091.1;LC104493.1;LC026682.1;FISHCARD_miu_065.1;LC026614.1;KF836441.1;AY491978.1;LC104512.1;MK803061.1;LC104494.1;LC104518.1;FISHCARD_miu_041.1;LC104501.1;LC026684.1;AP005989.1;LC104461.1;LC104514.1;FISHCARD_miu_398.1;KJ834059.1;LC026681.1;AB972263.1;LC496193.1;AB090386.1;AB974513.1;LC104505.1;LC020789.1;LC026711.1;LC385246.1;LC458090.1
merged_c19_fishcard_87	231	0	100	not_found		
merged_c19_fishcard_88	295	0	33	not_found		
merged_c19_fishcard_89	299	29	0	not_found		
merged_c19_fishcard_90	320	0	0	not_found		
merged_c19_fishcard_91	166	0	146	not_found		
merged_c19_fishcard_92	194	43	67	not_found		
merged_c19_fishcard_93	260	0	34	superkingdom:Eukaryota;phylum:Chordata;class:Chondrichthyes;order:Myliobatiformes;family:Myliobatidae;genus:Myliobatis;species:Myliobatis californica;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:100.0;	KM364985.1;FISHCARD_miu_313.1;KX151642.1;AF447986.1;AB938131.1;MH377788.1;KM364992.1;KX151646.1;MH248224.1;MH248234.1;AB938127.1;AF448000.1;KM364991.1;KX151653.1;KX151648.1;KF413894.1
merged_c19_fishcard_94	238	51	0	not_found		
merged_c19_fishcard_95	0	274	0	not_found		
merged_c19_fishcard_96	267	0	0	not_found		
merged_c19_fishcard_97	263	0	0	not_found		
merged_c19_fishcard_98	198	55	0	not_found		
merged_c19_fishcard_99	247	0	0	not_found		
merged_c19_fishcard_100	0	246	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Perciformes;family:Serranidae;genus:Paralabrax;species:Paralabrax clathratus;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:96.55;	FISHCARD_miu_686.1;FISHCARD_miu_365.1;FISHCARD_miu_692.1;FISHCARD_miu_364.1;FISHCARD_miu_688.1;FISHCARD_miu_699.1;FISHCARD_miu_676.1;FISHCARD_miu_683.1;FISHCARD_miu_580.1;FISHCARD_miu_678.1;FISHCARD_miu_366.1;FISHCARD_miu_695.1
merged_c19_fishcard_101	240	0	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Clupeiformes;family:Engraulidae;genus:Engraulis;species:Engraulis mordax;	superkingdom:100.0;phylum:100.0;class:100.0;order:96.6;family:96.6;genus:96.6;species:96.6;	LC091575.1;FISHCARD_miu_020.1;LC091576.1;NC_041097.1;FISHCARD_miu_660.1;FISHCARD_miu_267.1;KF765500.2;AB040676.1;LC468861.1;AP017957.1;LC468860.1;LC385201.1;LC499587.1;LC020920.1;AF417342.1;FISHCARD_miu_268.1;LC340033.1;AP009137.1;AP011557.1
merged_c19_fishcard_102	0	0	240	not_found		
merged_c19_fishcard_103	0	237	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Ophidiiformes;family:Ophidiidae;genus:Chilara;species:Chilara taylori;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:100.0;	LC091830.1;LC091829.1
merged_c19_fishcard_104	232	0	0	not_found		
merged_c19_fishcard_105	224	0	0	not_found		
merged_c19_fishcard_106	0	0	210	not_found		
merged_c19_fishcard_107	208	0	0	not_found		
merged_c19_fishcard_108	0	206	0	not_found		
merged_c19_fishcard_109	191	0	0	not_found		
merged_c19_fishcard_110	0	0	191	not_found		
merged_c19_fishcard_111	189	0	0	not_found		
merged_c19_fishcard_112	0	0	183	not_found		
merged_c19_fishcard_113	117	0	60	not_found		
merged_c19_fishcard_114	0	176	0	not_found		
merged_c19_fishcard_115	0	170	0	not_found		
merged_c19_fishcard_116	114	0	54	not_found		
merged_c19_fishcard_117	163	0	0	not_found		
merged_c19_fishcard_118	129	0	34	not_found		
merged_c19_fishcard_119	0	162	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:;family:Pomacentridae;genus:Hypsypops;species:Hypsypops rubicundus;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:100.0;	FJ616348.1;FJ616291.1
merged_c19_fishcard_120	157	0	0	not_found		
merged_c19_fishcard_121	156	0	0	not_found		
merged_c19_fishcard_122	94	0	60	not_found		
merged_c19_fishcard_123	152	0	0	not_found		
merged_c19_fishcard_124	0	0	152	not_found		
merged_c19_fishcard_125	147	0	0	not_found		
merged_c19_fishcard_126	142	0	0	not_found		
merged_c19_fishcard_127	119	19	0	not_found		
merged_c19_fishcard_128	0	0	138	not_found		
merged_c19_fishcard_129	136	0	0	not_found		
merged_c19_fishcard_130	0	136	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Blenniiformes;family:Labrisomidae;genus:Neoclinus;species:Neoclinus blanchardi;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:100.0;	FISHCARD_miu_113.1
merged_c19_fishcard_131	0	135	0	not_found		
merged_c19_fishcard_132	133	0	0	not_found		
merged_c19_fishcard_133	103	0	30	not_found		
merged_c19_fishcard_134	0	0	133	not_found		
merged_c19_fishcard_135	0	0	128	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Blenniiformes;family:Labrisomidae;genus:Alloclinus;species:Alloclinus holderi;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:100.0;	FISHCARD_miu_294.1;JF911713.1;LC020793.1
merged_c19_fishcard_136	72	0	53	not_found		
merged_c19_fishcard_137	0	125	0	not_found		
merged_c19_fishcard_138	123	0	0	not_found		
merged_c19_fishcard_139	119	0	0	not_found		
merged_c19_fishcard_140	115	0	0	not_found		
merged_c19_fishcard_141	76	0	39	not_found		
merged_c19_fishcard_142	80	0	33	not_found		
merged_c19_fishcard_143	95	16	0	not_found		
merged_c19_fishcard_144	0	0	111	not_found		
merged_c19_fishcard_145	107	0	0	not_found		
merged_c19_fishcard_146	106	0	0	not_found		
merged_c19_fishcard_147	0	0	102	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Pleuronectiformes;family:Pleuronectidae;genus:Pleuronichthys;species:Pleuronichthys decurrens;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:99.0;	FISHCARD_miu_339.1;LC145935.1;FISHCARD_miu_341.1;FISHCARD_miu_092.1;FISHCARD_miu_693.1;FISHCARD_miu_698.1;JQ639071.1;AB972097.1;FISHCARD_miu_340.1;LC278037.1;AF488487.1;KY038655.1;LC069802.1;AM749132.1;AB128934.1;AB128933.1;LC049661.1;AM749131.1;LC049660.1;FISHCARD_miu_336.1;DQ403797.1;AM749133.1;LC049659.1;AB128932.1;FISHCARD_miu_495.1;AM749130.1
merged_c19_fishcard_148	97	0	0	not_found		
merged_c19_fishcard_149	96	0	0	not_found		
merged_c19_fishcard_150	0	0	95	not_found		
merged_c19_fishcard_151	0	92	0	not_found		
merged_c19_fishcard_152	86	0	0	not_found		
merged_c19_fishcard_153	84	0	0	not_found		
merged_c19_fishcard_154	82	0	0	not_found		
merged_c19_fishcard_155	80	0	0	not_found		
merged_c19_fishcard_156	79	0	0	not_found		
merged_c19_fishcard_157	55	0	23	not_found		
merged_c19_fishcard_158	71	0	0	not_found		
merged_c19_fishcard_159	71	0	0	not_found		
merged_c19_fishcard_160	70	0	0	not_found		
merged_c19_fishcard_161	0	0	69	not_found		
merged_c19_fishcard_162	68	0	0	not_found		
merged_c19_fishcard_163	43	0	20	not_found		
merged_c19_fishcard_164	63	0	0	not_found		
merged_c19_fishcard_165	62	0	0	not_found		
merged_c19_fishcard_166	61	0	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:;family:Sciaenidae;genus:Umbrina;species:Umbrina roncador;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:100.0;	FISHCARD_miu_356.1;FISHCARD_miu_077.1;LC091966.1;LC091965.1;LC036870.1;HM447240.1;LC036876.1;LC036869.1
merged_c19_fishcard_167	59	0	0	not_found		
merged_c19_fishcard_168	59	0	0	not_found		
merged_c19_fishcard_169	58	0	0	not_found		
merged_c19_fishcard_170	0	0	58	not_found		
merged_c19_fishcard_171	55	0	0	not_found		
merged_c19_fishcard_172	0	0	52	not_found		
merged_c19_fishcard_173	51	0	0	not_found		
merged_c19_fishcard_174	49	0	0	not_found		
merged_c19_fishcard_175	0	0	47	not_found		
merged_c19_fishcard_176	44	0	0	not_found		
merged_c19_fishcard_177	42	0	0	not_found		
merged_c19_fishcard_178	42	0	0	not_found		
merged_c19_fishcard_179	39	0	0	not_found		
merged_c19_fishcard_180	38	0	0	not_found		
merged_c19_fishcard_181	36	0	0	not_found		
merged_c19_fishcard_182	36	0	0	not_found		
merged_c19_fishcard_183	35	0	0	not_found		
merged_c19_fishcard_184	0	0	35	not_found		
merged_c19_fishcard_185	34	0	0	not_found		
merged_c19_fishcard_186	34	0	0	not_found		
merged_c19_fishcard_187	34	0	0	not_found		
merged_c19_fishcard_188	33	0	0	not_found		
merged_c19_fishcard_189	0	0	33	not_found		
merged_c19_fishcard_190	0	0	32	not_found		
merged_c19_fishcard_191	21	0	8	not_found		
merged_c19_fishcard_192	28	0	0	not_found		
merged_c19_fishcard_193	27	0	0	not_found		
merged_c19_fishcard_194	27	0	0	superkingdom:Eukaryota;phylum:Chordata;class:Chondrichthyes;order:Myliobatiformes;family:Myliobatidae;genus:Myliobatis;species:Myliobatis aquila;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:95.5833333333;genus:95.5833333333;species:63.5833333333;	KX151642.1;AB938131.1;AF447986.1;FISHCARD_miu_313.1;KM364985.1;MH377788.1;FISHCARD_elas_20.1;FISHCARD_miu_620.1;AF447993.1;AB938121.1;KM364990.1;KX151645.1;KM364992.1;KX151646.1;LC327218.1;AB974598.1;MH377784.1;AB938120.1;JX392983.1;KX151650.1;FISHCARD_elas_10.1;KM364993.1;KX151644.1;NC_037219.1;AB938130.1;AF448001.1;AB938128.1;KM364984.1;KM364983.1;KM364988.1;KT203434.1;KM435072.1;KF840390.1;KX151654.1;KM364987.1;KX151643.1;KM361353.1;NC_040922.1;MH248234.1;FISHCARD_elas_07.1;KX151651.1;FISHCARD_miu_069.1;KM364989.1
merged_c19_fishcard_195	26	0	0	not_found		
merged_c19_fishcard_196	25	0	0	not_found		
merged_c19_fishcard_197	25	0	0	not_found		
merged_c19_fishcard_198	0	0	25	not_found		
merged_c19_fishcard_199	24	0	0	not_found		
merged_c19_fishcard_200	22	0	0	not_found		
merged_c19_fishcard_201	0	0	17	not_found		
merged_c19_fishcard_202	0	0	17	not_found		
merged_c19_fishcard_203	16	0	0	not_found		
merged_c19_fishcard_204	11	0	0	not_found		
merged_c19_fishcard_205	7	0	0	not_found		
merged_c19_fishcard_206	7	0	0	not_found		
merged_c19_fishcard_207	6	0	0	not_found		
merged_c19_fishcard_208	0	6	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Centrarchiformes;family:Kyphosidae;genus:Girella;species:Girella nigricans;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:82.5;	FISHCARD_miu_289.1;KC136553.1;KC136546.1;KC136536.1;KC136577.1;KC136395.1;AB214535.1;AB236128.1;AB236129.1;LC021271.1;KC136370.1;AB236130.1;LC278154.1;LC278022.1;LC492400.1;LC037030.1;AB233476.1;LC385204.1;LC037029.1;AB233477.1;AB233475.1;LC278153.1;AB208649.1;KC136555.1;AB233478.1;LC421696.1;AB233482.1;AB233479.1;AB208648.1;LC458160.1;AB233489.1;AB233481.1;AP011060.1;AB233488.1;AB233491.1;AB233484.1;LC492401.1;AB972232.1;AB233483.1;AB233485.1;KC136477.1;AB233487.1;AB233486.1;AB233480.1;AB233490.1
merged_c19_fishcard_209	4	0	0	not_found		
